true_n,predicted_n,absolute_error
2.4755835019686687,2.425547853209768,0.05003564875890065
1.1916067483449126,2.4088667826142625,1.2172600342693498
2.187667773807086,2.2998460535762457,0.1121782797691595
2.191703646638726,2.4844602328935035,0.2927565862547774
2.1584632137791067,2.5043941594413224,0.3459309456622157
2.024210709947327,2.374809133184321,0.35059842323699364
2.754653786684641,2.447491736304072,0.307162050380569
1.6064901329008,2.3124934029465667,0.7060032700457668
3.266767525130231,2.290604999906732,0.9761625252234989
2.991154047666298,2.3159086526384796,0.6752453950278183
2.682330773566896,2.4261415005830567,0.25618927298383953
2.6168244089300554,2.367319125722959,0.24950528320709653
1.6435853210869311,2.5736092121455107,0.9300238910585796
4.299202898550725,1.782046310510907,2.5171565880398177
2.1147424877928813,2.4046144676848042,0.2898719798919229
2.2566138724947806,2.2432467985832587,0.01336707391152192
2.459553557285805,2.2998460535762457,0.15970750370955944
1.849082642378884,2.4027569295998075,0.5536742872209235
2.975181144739365,2.2998460535762457,0.6753350911631193
2.540942249100366,2.485751617028428,0.05519063207193797
3.035503087672988,2.4275775377213233,0.6079255499516645
2.137231697448463,2.2480548493905563,0.11082315194209347
2.7530030375483765,2.5311993268147983,0.22180371073357819
2.4331214463476774,2.2998460535762457,0.13327539277143163
1.6633791526309427,2.1385487425580387,0.475169589927096
2.147078557703103,2.1892648213333485,0.04218626363024569
2.9083628857422266,2.2470025574111987,0.6613603283310279
1.9721750876059525,2.311789966801833,0.3396148791958804
1.0001403992,1.782046310510907,0.781905911310907
1.567915353882613,2.5651859459753528,0.9972705920927398
1.2948329731363604,2.2795363513881814,0.9847033782518211
1.3893543978048088,2.3302891881476624,0.9409347903428535
2.2758078444480176,2.276375678376617,0.0005678339285992706
2.4818468284692465,2.5389798782213266,0.05713304975208011
2.516386343246857,2.3503044168021914,0.16608192644466557
2.3883528434652117,2.455889927620148,0.06753708415493609
2.829803475051555,2.4797571026644,0.3500463723871552
2.1823190328009003,2.47132915479339,0.28901012199248965
3.471317681269626,2.3158771411360877,1.1554405401335384
1.8499736688723876,2.2865399043827783,0.43656623551039075
3.1093178229334497,2.5073322675322074,0.6019855554012423
3.242764350192065,2.4680343846909256,0.7747299655011393
3.2233611054396576,2.5604489254708716,0.662912179968786
1.7990127435890984,2.2998460535762457,0.5008333099871474
1.9182792269620532,2.376298218485532,0.4580189915234789
1.9180580702788477,2.248547927877812,0.33048985759896454
2.3529635754349174,2.348327464344527,0.004636111090390305
3.328578029977347,2.615087045560086,0.7134909844172612
2.910735528631477,2.2679391856836055,0.6427963429478716
2.341462267486979,2.6492481600974584,0.3077858926104793
2.5979269278452675,2.274186173002021,0.3237407548432465
2.18553084083894,2.335167359101924,0.1496365182629842
2.452038339724885,2.3304931292133984,0.1215452105114867
3.0751329408678694,2.431490060811186,0.6436428800566834
1.5152479917956747,1.958657578983759,0.4434095871880843
1.728326822232328,2.212877619367006,0.48455079713467786
1.716231789178266,2.338663189372181,0.6224314001939151
2.367405657209512,2.297111905548572,0.0702937516609401
1.321162330197652,2.5593392435941613,1.2381769133965093
2.068635308210585,2.211348147453508,0.1427128392429231
1.5718741093501802,2.497782957624643,0.9259088482744628
2.258477243971503,2.0336002591671036,0.22487698480439944
3.196352606977104,2.1808387599849515,1.0155138469921527
2.289678505034431,2.3333616038154,0.043683098780968876
2.40768033076258,2.2998460535762457,0.10783427718633432
2.209078806768622,2.372598112010108,0.16351930524148584
1.9311540349530505,2.3753864809231264,0.44423244597007594
2.7510200445325053,2.6076722789072044,0.14334776562530083
1.6653187657706152,2.303919559518179,0.6386007937475637
2.791554802471293,2.221173677892939,0.5703811245783541
2.086310619929975,2.26691485631647,0.18060423638649503
3.206645185816222,2.492614729556441,0.7140304562597808
1.5745497346489232,2.504248721551723,0.9296989869027996
3.2114208383715304,2.5342857478488114,0.6771350905227189
2.358575165058971,2.304813789591104,0.05376137546786719
2.112041329158303,2.4687261421687,0.35668481301039723
2.505402044370977,2.4712499120846645,0.03415213228631231
2.3626897220570187,2.4841996268392923,0.12150990478227364
1.7128359407566522,2.2745403709964105,0.5617044302397582
2.937,1.782046310510907,1.1549536894890928
2.457630903898834,2.2032193203443295,0.25441158355450444
2.687376119412636,2.4531287673414983,0.2342473520711379
1.645351102203017,2.2526523735943953,0.6073012713913784
2.644743817335105,2.3717131772460402,0.27303064008906475
2.179128876601138,2.320038292373515,0.14090941577237714
1.6755528373094328,2.393758933708534,0.7182060963991013
1.6940803639737705,2.4639843798569605,0.76990401588319
2.044673700295391,2.407625655932461,0.36295195563707017
1.8036058723680488,2.4568043672931457,0.6531984949250969
1.9607860689329937,2.378321234306456,0.41753516537346247
3.109675963524193,2.637446641714922,0.47222932180927124
2.0862409709865246,2.4565500823795507,0.37030911139302614
1.798010070205607,2.2998460535762457,0.5018359833706387
2.288261008692355,2.3653185754671564,0.07705756677480124
1.730588175111255,2.3010389943831173,0.5704508192718623
2.8463183036640043,2.3512389942994734,0.49507930936453093
1.9993333740489545,2.620411825624485,0.6210784515755305
2.5833719698376143,2.467759410846281,0.11561255899133327
2.295300648752625,2.2998460535762457,0.004545404823620647
2.2683408532482647,2.1741305453040374,0.09421030794422736
2.427468874138089,2.6454922859994383,0.2180234118613491
4.299202898550725,1.782046310510907,2.5171565880398177
1.8960368958770284,2.4924523440491337,0.5964154481721053
2.563824468696274,2.3791878408998506,0.18463662779642354
1.8628628958672844,1.9743647559325712,0.11150186006528684
2.002033003251291,2.3218115886936417,0.3197785854423505
2.1015366487910865,2.3218115886936417,0.2202749399025552
1.5358153584317984,2.546887691279749,1.0110723328479505
3.11898620469243,2.1282909116617237,0.9906952930307065
3.402850420385184,2.514287620506317,0.888562799878867
2.0294723447912126,2.2998460535762457,0.2703737087850331
1.4785540646554112,2.168271687813486,0.6897176231580748
1.695005051404457,2.290728817913574,0.5957237665091168
2.137141750742623,2.4236592275117728,0.28651747676914985
2.670359721044663,2.3588775192105897,0.31148220183407327
2.702162863614298,2.2998460535762457,0.4023168100380521
2.483378360007839,2.555130322016712,0.0717519620088729
1.6509692517935328,2.3020166539310734,0.6510474021375405
2.235825295521078,2.357646368193572,0.12182107267249398
2.470214538754981,2.2998460535762457,0.17036848517873526
2.628584038528253,2.338222708214767,0.2903613303134862
3.6740143624802,2.0813504387087707,1.5926639237714295
1.6298581409895652,2.2998460535762457,0.6699879125866806
2.1363356239767297,2.143622884802602,0.007287260825872277
1.9274584069022536,2.499423815684715,0.5719654087824615
2.085945115948343,2.234207404614007,0.1482622886656637
2.5109547451742165,2.2941332751386807,0.21682147003553576
1.900099090256819,2.2998460535762457,0.39974696331942683
1.598709459672789,2.2998460535762457,0.7011365939034566
2.333682436934,2.177971017846997,0.15571141908700303
3.0227389520563674,2.2998460535762457,0.7228928984801217
2.6311786277235294,2.2998460535762457,0.3313325741472837
2.109545491415554,2.462473935011721,0.35292844359616726
1.4863832901999563,2.2834720229287533,0.797088732728797
2.0820912260568005,2.1968803729358544,0.11478914687905384
1.915055205442456,2.107597083995577,0.19254187855312077
2.9455825668925657,2.2285551003703112,0.7170274665222545
2.290351413109929,2.420359770969272,0.13000835785934273
3.211947621821727,2.4222550006484718,0.7896926211732551
1.5967398912189412,2.302663674255621,0.7059237830366798
3.3069274370127104,2.4196287848584794,0.887298652154231
2.2131050032943227,2.2998460535762457,0.08674105028192303
2.213122411928393,2.3769118646966696,0.1637894527682766
2.2570432089281427,2.4310328402557984,0.17398963132765566
2.5038764010009067,2.3601138837542557,0.143762517246651
2.6678627678827045,2.5982889660495645,0.06957380183313999
2.64147121562096,2.100569287093502,0.5409019285274579
2.46986438860044,2.3298846165284974,0.13997977207194268
1.6678540986106118,2.45339494169436,0.7855408430837483
3.026648348777314,2.3038466149465515,0.7228017338307624
2.8019599993157978,2.4015859843038543,0.4003740150119435
2.547736513226575,2.502822082150836,0.044914431075739
2.5517399771835048,2.2998460535762457,0.25189392360725904
1.4636477222594748,2.234242441928148,0.7705947196686731
2.5034076634908016,2.465819705229154,0.037587958261647625
2.036898750977369,2.687283462145834,0.6503847111684649
2.2697657776291558,2.3017138167265045,0.03194803909734878
2.750092512266389,2.2998460535762457,0.4502464586901431
3.130625985820807,2.2627766884805025,0.8678492973403045
1.000296298788009,1.782046310510907,0.7817500117228979
1.0001403992,1.782046310510907,0.781905911310907
1.7140150496784674,2.516458120886993,0.8024430712085255
1.8071926691218965,2.3650272351664676,0.5578345660445712
1.426708726860812,2.175192173796489,0.7484834469356771
1.9630691685510453,2.1379870932647096,0.1749179247136643
2.8363300080096443,2.5575612453017325,0.27876876270791184
1.8064215583157477,2.4883591021553335,0.6819375438395858
2.624747482717429,2.4242703213662335,0.2004771613511953
2.189988805157226,2.4843098940466244,0.29432108888939856
2.0221059084468256,2.397913200957468,0.3758072925106424
1.6323502602678392,2.2998460535762457,0.6674957933084065
1.849401423717327,2.386668673399459,0.537267249682132
2.2283473480740064,2.2109381137664688,0.017409234307537602
2.2392622332510754,2.271703326029473,0.03244109277839735
3.142308897160405,2.2998460535762457,0.8424628435841592
1.7138105876444176,2.2998460535762457,0.5860354659318281
3.445579310688258,2.27887193772555,1.166707372962708
1.6779261359838922,2.0997399970469686,0.4218138610630764
1.7707691131192518,2.41751755017141,0.6467484370521581
1.000296298788009,1.782046310510907,0.7817500117228979
2.2600962992784,2.399275224419905,0.13917892514150498
2.4215739281019606,2.3087348935959655,0.11283903450599508
1.9926431934740707,2.2998460535762457,0.307202860102175
2.782127599643658,2.5231121613401344,0.25901543830352347
1.9388127912366768,2.2264044702526173,0.2875916790159405
1.120577435095192,2.3327213608886055,1.2121439257934135
1.3189155021687426,2.3906737365125355,1.0717582343437928
2.726553498793173,2.7537731482659216,0.027219649472748575
1.0001403992,1.782046310510907,0.781905911310907
1.9853543071810047,2.3390323330656564,0.3536780258846517
2.3706704067680247,2.3593628836920897,0.011307523075934967
2.683652772953531,2.5889515193447594,0.09470125360877146
1.6655615217661486,2.4732948128862864,0.8077332911201378
2.704707909516623,2.60992557754475,0.09478233197187302
2.165730610286235,2.438929233298238,0.27319862301200315
3.040790850426923,2.463473855932836,0.5773169944940868
2.633013829044073,2.2998460535762457,0.3331677754678273
1.6853535960554802,2.2998460535762457,0.6144924575207655
1.8453145799047368,2.4291309587412044,0.5838163788364676
1.908976476441147,2.4429119283229297,0.5339354518817827
1.5223410548480982,2.512119890573369,0.9897788357252708
2.626649008462711,2.2456537955042286,0.3809952129584824
2.336422458323693,2.4698255648475445,0.13340310652385146
2.383376433209837,2.2969171013010072,0.08645933190882982
2.723363510906556,2.3202833427336302,0.4030801681729259
1.9693719692278715,2.4263901186737202,0.45701814944584873
1.702835430372752,2.4184879357669415,0.7156525053941896
2.809228593495954,2.5925375681872236,0.21669102530873063
2.345263978613606,2.4746620834012596,0.1293981047876538
2.4562561378350023,2.4051684118527246,0.05108772598227773
2.7266411294648254,2.2998460535762457,0.4267950758885797
2.492252553617265,2.3460929472610927,0.1461596063561723
2.5246259120735512,2.411173475756743,0.11345243631680813
2.638849991075444,2.668494272067816,0.029644280992372263
3.0919315540752903,2.43465999323738,0.6572715608379105
1.5181450009983846,2.2998460535762457,0.7817010525778612
1.9635017848947285,2.2178167594288456,0.2543149745341171
2.454726084891887,2.2964501256574525,0.15827595923443427
2.728980649805299,2.523162622545227,0.2058180272600718
2.312780890185002,2.262745207935888,0.050035682249114366
1.764313642255466,2.6131982658086574,0.8488846235531915
2.5850867795172454,2.5177012017403304,0.067385577776915
2.858755496857273,2.3560511065572873,0.5027043902999857
3.289326285148784,2.330492757440888,0.9588335277078963
1.75987550562045,2.4453210826006373,0.6854455769801873
2.4512449518790773,2.285928612961298,0.16531633891777942
2.1077455182760056,2.2998460535762457,0.19210053530024007
